Población;Latitud;Longitud
Sarreaus;42,08629;-7,603325
Taboadela;42,2409;-7,825325
Toén;42,31652;-7,954854
Trasmiras;42,02463;-7,616568
Veiga (A);42,2506;-7,02599
Verea;42,1;-7,95
Verín;41,94045;-7,439122
Viana do Bolo;42,17919;-7,112754
Vilamarín;42,46451;-7,892807
Vilamartín de Valdeorras;42,41521;-7,059831
Vilar de Barrio;42,16056;-7,612335
Vilardevós;41,90748;-7,314034
Xinzo de Limia;42,06366;-7,724412
Xunqueira de Ambía;42,20422;-7,734962
Agolada;42,76227;-8,019424
Arbo;42,1145;-8,319313
Baiona;42,11809;-8,84958
Barro;42,525;-8,647223
Bueu;42,31977;-8,790135
Caldas de Reis;42,6055;-8,643308
Cambados;42,5138;-8,812893
Campo Lameiro;42,54222;-8,542778
Cangas;42,26471;-8,782845
Cañiza (A);42,21304;-8,27567
Catoira;42,66665;-8,722511
Cerdedo;42,53204;-8,391931
Cotobade;42,46667;-8,466667
Covelo;42,23195;-8,363334
Crecente;42,15374;-8,223059
Cuntis;42,63263;-8,563463
Dozón;42,57058;-8,04944
Estrada (A);42,68958;-8,491302
Forcarei;42,59233;-8,350904
Fornelos de Montes;42,34055;-8,453166
Gondomar;42,11078;-8,761466
Grove (O);42,49366;-8,865339
Guarda (A);41,90252;-8,873672
Illa de Arousa (A);42,56406;-8,873684
Lalín;42,66137;-8,110957
Lama (A);42,11277;-8,302681
Marín;42,39147;-8,699853
Meaño;42,45;-8,783333
Meis;42,51667;-8,7
Moaña;42,28551;-8,749413
Mondariz;42,23425;-8,455334
Moraña;42,56186;-8,560328
Mos;42,19545;-8,654388
Neves (As);42,08818;-8,415079
Nigrán;42,1452;-8,807062
Oia;42,00307;-8,875215
Pazos de Borbén;42,29383;-8,531596
Poio;42,44446;-8,715083
Ponte Caldelas;42,38924;-8,503109
Ponteareas;42,17637;-8,502382
Pontecesures;42,71667;-8,65
Pontevedra;42,43362;-8,648053
Porriño (O);42,16036;-8,619299
Portas;42,58333;-8,666667
Redondela;42,28379;-8,607425
Ribadumia;42,51466;-8,757588
Rodeiro;42,64951;-7,949817
Rosal (O);41,93539;-8,83549
Salceda de Caselas;42,10196;-8,558377
Salvaterra de Miño;42,08197;-8,499002
Sanxenxo;42,39948;-8,806928
Silleda;42,69791;-8,248382
Soutomaior;42,333;-8,567
Tomiño;41,98744;-8,745583
Tui;42,04621;-8,643768
Valga;42,69431;-8,639425
Vigo;42,23136;-8,712447
Vila de Cruces;42,79403;-8,170012
Vilaboa;42,34724;-8,646326
Vilagarcía de Arousa;42,59387;-8,765963
Vilanova de Arousa;42,56221;-8,82772
Agoncillo;42,44667;-2,290619
Albelda de Iregua;42,35826;-2,473416
Alberite;42,40607;-2,440523
Aldeanueva de Ebro;42,2292;-1,887112
Alfaro;42,17858;-1,749326
Arnedo;42,22784;-2,100014
Autol;42,21553;-2,006565
Baños de Río Tobía;42,33489;-2,761148
Calahorra;42,30372;-1,965034
Casalarreina;42,54792;-2,913199
Cenicero;42,48131;-2,641844
Cervera del Río Alhama;42,00699;-1,95191
Entrena;42,38834;-2,530942
Ezcaray;42,32673;-3,013395
Fuenmayor;42,467;-2,562578
Haro;42,57721;-2,846298
Lardero;42,42645;-2,461432
Logroño;42,46577;-2,449995
Murillo de Río Leza;42,40302;-2,324659
Nájera;42,41604;-2,734324
Nalda;42,33414;-2,486961
Navarrete;42,43074;-2,564667
Pradejón;42,33448;-2,068308
Quel;42,22894;-2,049811
Rincón de Soto;42,23453;-1,850801
San Asensio;42,49755;-2,748897
San Vicente de la Sonsierra;42,56242;-2,759273
Santo Domingo de la Calzada;42,44199;-2,95259
Villamediana de Iregua;42,4263;-2,419214
Ajalvir;40,53437;-3,481002
Álamo (El);40,22972;-3,992688
Alcalá de Henares;40,48166;-3,364136
Alcobendas;40,54754;-3,642091
Alcorcón;40,34912;-3,828811
Aldea del Fresno;40,32399;-4,202217
Algete;40,59642;-3,497902
Alpedrete;40,65875;-4,023713
Anchuelo;40,46549;-3,268585
Aranjuez;40,03209;-3,603288
Arganda del Rey;40,30095;-3,43808
Arroyomolinos;40,26884;-3,920291
Batres;40,21029;-3,922307
Becerril de la Sierra;40,71638;-3,989412
Belmonte de Tajo;40,13364;-3,339654
Boadilla del Monte;40,40525;-3,876992
Boalo (El);40,71746;-3,920084
Brunete;40,40554;-3,997736
Buitrago del Lozoya;40,99368;-3,636723
Bustarviejo;40,85811;-3,70969
Cabrera (La);40,86399;-3,615572
Cadalso de los Vidrios;40,30094;-4,443737
Camarma de Esteruelas;40,54861;-3,377597
Campo Real;40,33815;-3,380982
Carabaña;40,25669;-3,234641
Casarrubuelos;40,17114;-3,833068
Cenicientos;40,26463;-4,464909
Cercedilla;40,74145;-4,054667
Chapinería;40,37918;-4,20943
Chinchón;40,14019;-3,415684
Ciempozuelos;40,15934;-3,6184
Cobeña;40,56733;-3,504839
Collado Mediano;40,69389;-4,023123
Collado Villalba;40,62725;-4,008587
Colmenar de Oreja;40,10758;-3,387693
Colmenar del Arroyo;40,41858;-4,198538
Colmenar Viejo;40,65895;-3,766043
Colmenarejo;40,56101;-4,016842
Coslada;40,42594;-3,565464
Cubas de la Sagra;40,1917;-3,837347
Daganzo de Arriba;40,54481;-3,457924
Escorial (El);40,58508;-4,12952
Estremera;40,18403;-3,106115
Fresnedillas de la Oliva;40,48651;-4,172033
Fresno de Torote;40,59229;-3,41205
Fuenlabrada;40,28387;-3,800329
Fuente el Saz de Jarama;40,63877;-3,51129
Fuentidueña de Tajo;40,11819;-3,159549
Galapagar;40,57736;-4,00357
Getafe;40,30498;-3,732677
Griñón;40,21424;-3,856192
Guadalix de la Sierra;40,78483;-3,692719
Guadarrama;40,67348;-4,090732
Hoyo de Manzanares;40,62273;-3,90712
Humanes de Madrid;40,24954;-3,827206
Leganés;40,32642;-3,758988
Loeches;40,38393;-3,409393
Lozoyuela-Navas-Sieteiglesias;40,92643;-3,617723
Madrid;40,41669;-3,700346
Majadahonda;40,47283;-3,872304
Manzanares el Real;40,72705;-3,864914
Meco;40,5542;-3,328439
Mejorada del Campo;40,39701;-3,487864
Miraflores de la Sierra;40,81381;-3,766699
Molar (El);40,73291;-3,582258
Molinos (Los);40,71456;-4,072706
Moraleja de Enmedio;40,26033;-3,861412
Moralzarzal;40,68117;-3,97335
Morata de Tajuña;40,22751;-3,436966
Móstoles;40,32277;-3,865741
Navacerrada;40,72893;-4,0151
Navalafuente;40,82451;-3,673573
Navalagamella;40,46916;-4,12338
Navalcarnero;40,28781;-4,013766
Navas del Rey;40,38501;-4,250652
Nuevo Baztán;40,36552;-3,243183
Orusco de Tajuña;40,28515;-3,208557
Paracuellos de Jarama;40,50481;-3,53227
Parla;40,23754;-3,772741
Pedrezuela;40,74369;-3,603798
Pelayos de la Presa;40,35954;-4,334138
Perales de Tajuña;40,23453;-3,352198
Pinto;40,24454;-3,696013
Pozuelo de Alarcón;40,4352;-3,813062
Quijorna;40,42656;-4,057429
Rascafría;40,90381;-3,879398
Rivas-Vaciamadrid;40,3297;-3,516941
Robledo de Chavela;40,50089;-4,238043
Rozas de Madrid (Las);40,31007;-4,490765
San Agustín del Guadalix;40,67867;-3,615861
San Fernando de Henares;40,42553;-3,536694
San Lorenzo de El Escorial;40,59167;-4,149123
San Martín de la Vega;40,2078;-3,568544
San Martín de Valdeiglesias;40,36174;-4,397521
San Sebastián de los Reyes;40,54751;-3,626394
Santa María de la Alameda;40,5957;-4,257937
Santos de la Humosa (Los);40,50191;-3,254799
Serranillos del Valle;40,20465;-3,885819
Sevilla la Nueva;40,34781;-4,027501
Soto del Real;40,75428;-3,783356
Talamanca de Jarama;40,74688;-3,513244
Tielmes;40,24457;-3,314466
Titulcia;40,13673;-3,570501
Torrejón de Ardoz;40,4589;-3,479771
Torrejón de la Calzada;40,20154;-3,798929
Torrejón de Velasco;40,18713;-3,778751
Torrelaguna;40,82785;-3,538488
Torrelodones;40,57628;-3,929452
Torres de la Alameda;40,40473;-3,360132
Tres Cantos;40,59907;-3,712258
Valdeavero;40,63099;-3,332983
Valdemorillo;40,50208;-4,065841
Valdemoro;40,19269;-3,679874
Valdeolmos-Alalpardo;40,62949;-3,475017
Valdetorres de Jarama;40,69559;-3,514251
Valdilecha;40,29548;-3,303884
Velilla de San Antonio;40,36703;-3,488029
Vellón (El);40,76603;-3,582034
Venturada;40,79869;-3,622139
Villa del Prado;40,27678;-4,305642
Villaconejos;40,10424;-3,484903
Villalbilla;40,43228;-3,298869
Villamanta;40,29961;-4,110051
Villanueva de la Cañada;40,44681;-4,005355
Villanueva de Perales;40,34705;-4,101031
Villanueva del Pardillo;40,49063;-3,964322
Villar del Olmo;40,33669;-3,235551
Villarejo de Salvanés;40,16873;-3,275975
Villaviciosa de Odón;40,3571;-3,90059
Zarzalejo;40,54749;-4,181604
Abanilla;38,20628;-1,043499
Abarán;38,20514;-1,397181
Águilas;37,4038;-1,581161
Albudeite;38,02719;-1,384766
Alcantarilla;37,97068;-1,218209
Alcázares (Los);37,74362;-0,8498135
Aledo;37,79744;-1,573683
Alguazas;38,04954;-1,24202
Alhama de Murcia;37,85101;-1,424666
Archena;38,11435;-1,297061
Beniel;38,04591;-1,001894
Blanca;38,1792;-1,376201
Bullas;38,04808;-1,670956
Calasparra;38,22923;-1,701833
Campos del Río;38,04043;-1,351669
Caravaca de la Cruz;38,10899;-1,866033
Cartagena;37,60565;-0,9912944
Cehegín;38,09269;-1,798522
Ceutí;38,07917;-1,272099
Cieza;38,23907;-1,418767
Fortuna;38,18111;-1,12821
Fuente Álamo de Murcia;37,72334;-1,166995
Jumilla;38,47595;-1,322032
Librilla;37,88795;-1,353289
Lorca;37,67131;-1,698792
Lorquí;38,08183;-1,254943
Mazarrón;37,59907;-1,313669
Molina de Segura;38,05092;-1,210992
Moratalla;38,18645;-1,890504
Mula;38,04056;-1,486329
Murcia;37,98344;-1,12989
Pliego;37,99001;-1,506185
Puerto Lumbreras;37,56221;-1,810215
Ricote;38,15238;-1,367112
San Javier;37,80569;-0,8345491
San Pedro del Pinatar;37,83504;-0,7915859
Santomera;38,05997;-1,047485
Torre-Pacheco;37,74428;-0,9536195
Torres de Cotillas (Las);38,02786;-1,240312
Totana;37,77124;-1,501004
Unión (La);37,61675;-0,8800824
Villanueva del Río Segura;38,13569;-1,324307
Yecla;38,61524;-1,118017
Ablitas;41,97364;-1,638694
Allo;42,5673;-2,019259
Altsasu/Alsasua;42,89522;-2,168797
Andosilla;42,37699;-1,942034
Ansoáin;42,83389;-1,638431
Aoiz/Agoitz;42,78579;-1,36801
Aranguren;42,78961;-1,535561
Arbizu;42,9155;-2,039817
Arcos (Los);42,5709;-2,193216
Arguedas;42,17671;-1,598272
Arróniz;42,589;-2,091314
Artajona;42,59125;-1,764497
Ayegui;42,65673;-2,038433
Azagra;42,30789;-1,894474
Barañain;42,80492;-1,685519
Baztan;43,2;-1,467
Bera/Vera de Bidasoa;43,28069;-1,682699
Beriáin;42,7338;-1,645333
Berrioplano;42,85239;-1,692535
Berriozar;42,83624;-1,67493
Buñuel;41,98046;-1,443253
Burlada/Burlata;42,826;-1,615548
Cabanillas;42,03139;-1,525195
Cadreita;42,21754;-1,695602
Caparroso;42,34153;-1,649788
Cárcar;42,39011;-1,971613
Carcastillo;42,3798;-1,444428
Cascante;41,99897;-1,679192
Cáseda;42,52327;-1,367427
Castejón;42,16784;-1,690636
Cendea de Olza/Oltza Zendea;42,80423;-1,694407
Cintruénigo;42,08046;-1,805008
Cizur;42,78771;-1,676974
Corella;42,11428;-1,784595
Cortes;41,91969;-1,421934
Doneztebe/Santesteban;43,13093;-1,668722
Egüés;42,82426;-1,552572
Estella/Lizarra;42,67093;-2,031197
Esteribar;42,95;-1,533333
Etxarri-Aranatz;42,90774;-2,064756
Ezcabarte;42,851;-1,621
Falces;42,38772;-1,794073
Fitero;42,05658;-1,857999
Funes;42,31392;-1,802981
Fustiñana;42,0199;-1,486246
Galar;42,76156;-1,699125
Huarte/Uharte;42,83154;-1,590709
Irurtzun;42,91966;-1,8282
Lakuntza;42,92131;-2,023261
Larraga;42,55874;-1,848682
Larraun;42,9934;-1,939244
Leitza;43,07879;-1,914608
Lekunberri;43,0013;-1,891916
Lerín;42,48297;-1,972567
Lesaka;43,24679;-1,703853
Lodosa;42,42459;-2,078364
Lumbier;42,65289;-1,307247
Marcilla;42,32644;-1,739259
Mendavia;42,44454;-2,2009
Mendigorría;42,62843;-1,835484
Milagro;42,24124;-1,763065
Monteagudo;41,96272;-1,692299
Murchante;42,03039;-1,653715
Noáin (Valle de Elorz)/Noain (Elortzibar);42,7599;-1,633801
Olazti/Olazagutía;42,87633;-2,197067
Olite;42,48148;-1,651641
Orkoien;42,8228;-1,702052
Pamplona/Iruña;42,81721;-1,646767
Peralta;42,33884;-1,797463
Puente la Reina/Gares;42,67213;-1,815331
Ribaforada;41,99684;-1,511305
San Adrián;42,33271;-1,933409
Sangüesa/Zangoza;42,57694;-1,285476
Sartaguda;42,38142;-2,058642
Sesma;42,4778;-2,083364
Tafalla;42,53033;-1,674269
Tudela;42,06388;-1,605718
Ultzama;43;-1,678056
Valle de Yerri/Deierri;42,71667;-2
Valtierra;42,19593;-1,63384
Viana;42,51513;-2,371608
Villafranca;42,2793;-1,750145
Villatuerta;42,6594;-1,993951
Villava/Atarrabia;42,83096;-1,608811
Zizur Mayor/Zizur Nagusia;42,7868;-1,690832
Alegría-Dulantzi;42,84149;-2,513507
Amurrio;43,05265;-3,001022
Aramaio;43,054;-2,566
Artziniega;43,1222;-3,128209
Asparrena;42,89567;-2,321
Ayala/Aiara;43,08333;-3,063056
Campezo/Kanpezu;42,69194;-2,37
Elciego;42,51507;-2,618277
Iruña Oka/Iruña de Oca;42,81917;-2,807778
Labastida/Bastida;42,59042;-2,793166
Laguardia;42,55428;-2,584237
Laudio/Llodio;43,14333;-2,962985
Legutiano;42,97782;-2,642724
Okondo;43,16222;-3,018889
Oyón-Oion;42,50614;-2,436965
Ribera Baja/Erribera Beitia;42,71267;-2,918541
Salvatierra/Agurain;42,85244;-2,389455
Urkabustaiz;42,97194;-2,922222
Valdegovía/Gaubea;42,85;-3,1
Vitoria-Gasteiz;42,84641;-2,667893
Zigoitia;42,9682;-2,7183
Zuia;42,98167;-2,844
Aia;43,23692;-2,149008
Alegia;43,10002;-2,096273
Andoain;43,22048;-2,021122
Anoeta;43,16147;-2,070695
Antzuola;43,09944;-2,381747
Aretxabaleta;43,03625;-2,504542
Arrasate/Mondragón;43,06451;-2,487716
Asteasu;43,1952;-2,097548
Astigarraga;43,28065;-1,94756
Ataun;43;-2,166667
Azkoitia;43,1782;-2,31164
Azpeitia;43,1839;-2,265466
Beasain;43,04708;-2,204605
Berastegi;43,12403;-1,979426
Bergara;43,11822;-2,413358
Deba;43,29556;-2,353894
Donostia-San Sebastián;43,32074;-1,984421
Eibar;43,18418;-2,473289
Elgeta;43,13657;-2,487392
Elgoibar;43,21519;-2,415703
Errenteria;43,31275;-1,899633
Eskoriatza;43,01707;-2,52698
Getaria;43,30326;-2,204363
Hernani;43,26755;-1,975814
Hondarribia;43,36253;-1,791498
Ibarra;43,054;-2,566
Idiazabal;43,01178;-2,234214
Irun;43,33823;-1,789272
Irura;43,16569;-2,069617
Lasarte-Oria;43,26746;-2,020169
Lazkao;43,03432;-2,187379
Legazpi;43,05436;-2,333641
Legorreta;43,08579;-2,150909
Lezo;43,32113;-1,898775
Mendaro;43,26417;-2,3755
Mutriku;43,30707;-2,385083
Oiartzun;43,29928;-1,857874
Oñati;43,03289;-2,411348
Ordizia;43,0542;-2,178116
Orio;43,27832;-2,126597
Ormaiztegi;43,04274;-2,255848
Pasaia;43,32528;-1,921111
Segura;43,00922;-2,252519
Soraluze/Placencia de las Armas;43,17543;-2,412494
Tolosa;43,13698;-2,073914
Urnieta;43,2482;-1,990517
Urretxu;43,09228;-2,314383
Usurbil;43,27138;-2,049934
Villabona;43,18995;-2,052454
Zaldibia;43,03796;-2,150894
Zarautz;43,28036;-2,171588
Zegama;42,97568;-2,290072
Zestoa;43,23944;-2,258113
Zizurkil;43,19952;-2,074074
Zumaia;43,29726;-2,256849
Zumarraga;43,09048;-2,31322
Abadiño;43,15;-2,610278
Abanto y Ciérvana-Abanto Zierbena;43,31688;-3,087678
Alonsotegi;43,24519;-2,988702
Amorebieta-Etxano;43,2205;-2,733236
Areatza;43,12108;-2,767771
Arrigorriaga;43,20752;-2,887839
Atxondo;43,13034;-2,585079
Bakio;43,42778;-2,811389
Balmaseda;43,19287;-3,196942
Barakaldo;43,29683;-2,985259
Barrika;43,40638;-2,962425
Basauri;43,23333;-2,883333
Berango;43,3659;-2,996356
Bermeo;43,42042;-2,722158
Berriatua;43,31667;-2,466667
Berriz;43,18817;-2,593
Bilbao;43,25696;-2,923441
Busturia;43,383;-2,697
Derio;43,302;-2,881833
Dima;43,14339;-2,751464
Durango;43,16907;-2,632655
Elorrio;43,13039;-2,542155
Erandio;43,30746;-2,946418
Ermua;43,18664;-2,502607
Etxebarri;43,24718;-2,890139
Forua;43,33371;-2,678589
Galdakao;43,23056;-2,845833
Gamiz-Fika;43,31173;-2,810701
Gatika;43,36389;-2,871944
Gernika-Lumo;43,31707;-2,678975
Getxo;43,36229;-3,012567
Gordexola;43,17989;-3,071129
Gorliz;43,41667;-2,933333
Güeñes;43,21032;-3,095317
Igorre;43,16583;-2,776111
Iurreta;43,1767;-2,633777
Karrantza Harana/Valle de Carranza;43,22528;-3,359444
Larrabetzu;43,26097;-2,796175
Laukiz;43,35333;-2,906111
Leioa;43,3261;-2,987704
Lekeitio;43,36551;-2,503344
Lemoa;43,20876;-2,774117
Lemoiz;43,41324;-2,902253
Lezama;43,27217;-2,832167
Loiu;43,315;-2,938333
Mallabia;43,18965;-2,529969
Markina-Xemein;43,2706;-2,497155
Mundaka;43,40733;-2,698322
Mungia;43,35441;-2,846714
Muskiz;43,31667;-3,116667
Muxika;43,28967;-2,692941
Ondarroa;43,3207;-2,420475
Orozko;43,10861;-2,911111
Ortuella;43,31137;-3,055952
Otxandio;43,04045;-2,654584
Plentzia;43,40443;-2,950102
Portugalete;43,32066;-3,020252
Santurtzi;43,32871;-3,031772
Sestao;43,30964;-3,00694
Sondika;43,30047;-2,924341
Sopelana;43,37892;-2,983002
Sopuerta;43,26278;-3,1525
Ugao-Miraballes;43,17999;-2,902508
Urduliz;43,37967;-2,962
Urduña/Orduña;42,99445;-3,009623
Valle de Trápaga-Trapagaran;43,30311;-3,035548
Zaldibar;43,17097;-2,54713
Zalla;43,21401;-3,135223
Zamudio;43,28333;-2,866667
Zaratamo;43,21151;-2,873626
Zeanuri;43,09966;-2,749615
Zeberio;43,15278;-2,852778
Zierbena;43,34766;-3,086152
Agost;38,44117;-0,6395459
Aigües;38,49932;-0,3627366
Albatera;38,1806;-0,8696246
Alcalalí;38,75568;-0,046652
Alcoy/Alcoi;38,69763;-0,4730959
Alfàs del Pi (l');38,58055;-0,1032094
Algorfa;38,08587;-0,7957607
Algueña;38,33886;-1,003234
Alicante/Alacant;38,3452;-0,481006
Almoradí;38,10963;-0,7920032
Altea;38,60032;-0,0491708
Aspe;38,34857;-0,7694142
Banyeres de Mariola;38,71685;-0,6558753
Beneixama;38,69995;-0,7661394
Benejúzar;38,07839;-0,8384452
Benferri;38,14063;-0,9632033
Beniarbeig;38,82312;-0,0020653
Beniarrés;38,81952;-0,3782794
Benidoleig;38,79387;-0,0281963
Benidorm;38,53704;-0,1290771
Benijófar;38,07811;-0,73795
Benissa;38,71623;0,0533722
Benitachell/Poble Nou de Benitatxell (el);38,73225;0,1447876
Biar;38,6297;-0,7654974
Bigastro;38,06304;-0,8955043
Busot;38,48483;-0,4172711
Callosa d'En Sarrià;38,65133;-0,1225342
Callosa de Segura;38,12413;-0,8784829
Calpe/Calp;38,64483;0,0454063
Campello (el);38,42892;-0,3978871
Cañada;38,67524;-0,8098581
Castalla;38,59519;-0,6722506
Catral;38,16095;-0,8014995
Cocentaina;38,74228;-0,4384323
Cox;38,1416;-0,8870501
Crevillent;38,24703;-0,803492
Daya Nueva;38,11316;-0,7592378
Dénia;38,84043;0,1085751
Dolores;38,14058;-0,7692993
Elche/Elx;38,2655;-0,6984587
Elda;38,47803;-0,7904639
Finestrat;38,56909;-0,2107335
Fondó de les Neus (el)/Hondón de las Nieves;38,30504;-0,9341582
Formentera del Segura;38,08562;-0,7453506
Gata de Gorgos;38,77425;0,0812124
Granja de Rocamora;38,15253;-0,8909073
Guardamar del Segura;38,08615;-0,651254
Hondón de los Frailes;38,27319;-0,9276314
Ibi;38,62551;-0,5713521
Jacarilla;38,06133;-0,8686115
Jávea/Xàbia;38,79546;0,1166293
Jijona/Xixona;38,54006;-0,5077739
Llíber;38,74273;0,0063282
Monforte del Cid;38,37923;-0,7292369
Monóvar/Monòver;38,43725;-0,8294068
Montesinos (Los);38,02732;-0,743438
Muro de Alcoy;38,78075;-0,4402698
Mutxamel;38,41235;-0,4432408
Novelda;38,3853;-0,7653857
Nucia (la);38,61438;-0,1257095
Ondara;38,82607;0,0159034
Onil;38,62606;-0,6731591
Orba;38,78033;-0,0637978
Orihuela;38,08395;-0,9447829
Parcent;38,74553;-0,0661097
Pedreguer;38,79388;0,0345502
Pego;38,84324;-0,1175528
Petrer;38,47744;-0,7742523
Pilar de la Horadada;37,86538;-0,7925081
Pinós (el)/Pinoso;38,40112;-1,041577
Poblets (els);38,85391;0,018325
Polop;38,62263;-0,1259112
Rafal;38,10402;-0,8499723
Redován;38,11617;-0,9107296
Relleu;38,58733;-0,3110441
Rojales;38,08833;-0,7242546
Romana (la);38,38433;-0,9050398
Salinas;38,51891;-0,9121291
San Fulgencio;38,11422;-0,7179557
San Isidro;38,1702;-0,8401969
San Miguel de Salinas;37,97993;-0,7892857
San Vicente del Raspeig/Sant Vicent del Raspeig;38,39609;-0,5249284
Sant Joan d'Alacant;38,39817;-0,4345329
Santa Pola;38,1923;-0,5552066
Sax;38,53757;-0,8180652
Teulada;38,72881;0,1035751
Tibi;38,52938;-0,5830948
Torrevieja;37,97747;-0,6832271
Verger (el);38,33109;-0,5109846
Villajoyosa/Vila Joiosa (la);38,50775;-0,2326134
Villena;38,63634;-0,8661389
Xaló;38,73989;-0,0120761
Albocàsser;40,35626;0,0253618
Alcalà de Xivert;40,30459;0,2263053
Alcora (l');40,07278;-0,2130235
Almazora/Almassora;39,94497;-0,0633176
Almenara;39,7544;-0,222755
Alquerías del Niño Perdido;39,89653;-0,1134461
Altura;39,853;-0,5135517
Artana;39,89002;-0,2576374
Atzeneta del Maestrat;40,21661;-0,1706612
Benasal;40,37828;-0,1371356
Benicarló;40,4187;0,4231017
Benicasim/Benicàssim;40,05554;0,0656074
Benlloch;40,21074;0,0270846
Betxí;39,92623;-0,198169
Borriana/Burriana;39,88987;-0,0836936
Borriol;40,04169;-0,0664211
Cabanes;40,15477;0,0454299
Càlig;40,46129;0,356657
Castellnovo;39,86256;-0,4583924
Castellón de la Plana/Castelló de la Plana;39,98598;-0,0376709
Chilches/Xilxes;39,78072;-0,1875777
Coves de Vinromà (les);40,30804;0,1225409
Jérica;39,9134;-0,5725689
Lucena del Cid;40,1385;-0,279997
Moncofa;39,80862;-0,145778
Morella;40,619;-0,0977334
Nules;39,85245;-0,1586306
Onda;39,9653;-0,2626455
Oropesa del Mar/Orpesa;40,09225;0,1339877
Peníscola/Peñíscola;40,36029;0,4028515
Pobla Tornesa (la);40,10108;-0,0009881
Ribesalbes;40,02246;-0,2749309
Rossell;40,61636;0,2205459
Sant Joan de Moró;40,06081;-0,1371611
Sant Jordi/San Jorge;40,46417;0,3547123
Sant Mateu;40,46391;0,1782633
Segorbe;39,85328;-0,4849939
Sierra Engarcerán;40,26946;-0,0191436
Soneja;39,81681;-0,4289563
Torreblanca;40,22024;0,1955926
Traiguera;40,52502;0,2937722
Useras/Useres (les);40,22735;-0,080291
Vall d'Alba;40,17512;-0,0346116
Vall d'Uixó (la);39,82333;-0,2325619
Vila-real;39,93835;-0,1018287
Vilafamés;40,11403;-0,0529811
Vilavella (la);39,85938;-0,1835214
Villafranca del Cid/Vilafranca;40,4271;-0,2577482
Vinaròs;40,471;0,4747435
Viver;39,92135;-0,5944216
Ademuz;40,06174;-1,286526
Ador;38,91941;-0,2242898
Agullent;38,82132;-0,5489346
Aielo de Malferit;38,87661;-0,5921101
Alaquàs;39,45708;-0,4610681
Albaida;38,83701;-0,5156197
Albal;39,39709;-0,4121969
Albalat de la Ribera;39,2011;-0,3863965
Albalat dels Sorells;39,54219;-0,3473705
Albalat dels Tarongers;39,70299;-0,3364196
Alberic;39,11652;-0,5177308
Alborache;39,39252;-0,7718443
Alboraya;39,49935;-0,3497834
Albuixech;39,54437;-0,3226356
Alcàntera de Xúquer;39,06793;-0,5611053
Alcàsser;39,36931;-0,4428184
Alcúdia (l');39,19832;-0,507092
Alcúdia de Crespins (l');38,97096;-0,5911145
Aldaia;39,46505;-0,4613582
Alfafar;39,42323;-0,3898719
Alfara del Patriarca;39,54523;-0,3865961
Alfarp;39,27692;-0,5608942
Alfarrasí;38,90528;-0,4964219
Algemesí;39,19387;-0,4347581
Algimia de Alfara;39,75295;-0,3615205
Alginet;39,26482;-0,4673142
Almàssera;39,51298;-0,3551791
Almoines;38,94316;-0,1798222
Almussafes;39,29333;-0,4107316
Alqueria de la Comtessa (l');38,93595;-0,1537111
Alzira;39,15159;-0,4404637
Anna;39,02021;-0,6453875
Antella;39,07915;-0,5926116
Atzeneta d'Albaida;38,83666;-0,4960669
Ayora;39,05817;-1,057897
Barx;39,01262;-0,3010528
Barxeta;39,02132;-0,4157147
Bellreguard;38,94565;-0,1641707
Benaguasil;39,59147;-0,5890565
Benetússer;39,42465;-0,3974029
Beniarjó;38,93229;-0,1874941
Benifaió;39,28524;-0,4270781
Benifairó de la Valldigna;39,05379;-0,3022293
Benifairó de les Valls;39,7267;-0,2698895
Benigánim;38,94381;-0,4439618
Benimodo;39,21346;-0,52738
Beniparrell;39,38113;-0,4126262
Benirredrà;38,9611;-0,1935661
Benisanó;39,61292;-0,5767823
Bétera;39,58848;-0,4588638
Bocairent;38,76781;-0,6086135
Bolbaite;39,06267;-0,6746119
Bonrepòs i Mirambell;39,51847;-0,3648613
Buñol;39,41825;-0,7907688
Burjassot;39,51051;-0,4149856
Camporrobles;39,64718;-1,396582
Canals;38,96075;-0,5842204
Canet d'En Berenguer;39,67979;-0,2209121
Carcaixent;39,12122;-0,4496824
Càrcer;39,0689;-0,5652466
Carlet;39,22771;-0,5231268
Casinos;39,70164;-0,7095079
Castelló de Rugat;38,87589;-0,3830694
Catadau;39,27526;-0,5696288
Catarroja;39,40274;-0,4035184
Chella;39,04458;-0,6614693
Chelva;39,74751;-0,997679
Cheste;39,49511;-0,6845004
Chiva;39,47272;-0,717811
Corbera;39,15796;-0,3554173
Cullera;39,16514;-0,2559119
Daimús;38,97;-0,1538377
Eliana (l');39,56632;-0,5302467
Enguera;38,98003;-0,6884746
Ènova (l');39,04391;-0,4802662
Estivella;39,71229;-0,347827
Faura;39,72596;-0,2636878
Favara;39,12743;-0,2910376
Foios;39,53762;-0,3565129
Font d'En Carròs (la);39,48134;-0,3268051
Font de la Figuera (la);38,80746;-0,8817337
Fontanars dels Alforins;38,78442;-0,785831
Gandia;38,96902;-0,1851868
Gavarda;39,0915;-0,5596363
Genovés;38,98903;-0,4675873
Gilet;39,67611;-0,3244466
Godella;39,5223;-0,4171347
Godelleta;39,42506;-0,6861337
Guadassuar;39,18823;-0,4792251
Jalance;39,19175;-1,077386
Llanera de Ranes;38,99286;-0,5719063
Llaurí;39,14708;-0,3302556
Llíria;39,62458;-0,5947581
Llombai;39,28243;-0,5724804
